Symptom,Disease,Country,Count
genitourinary,nonfunctioning,india,1
affected,genitourinary,india,1
genitourinary,treatment,india,1
clinicians,genitourinary,india,1
genitourinary,hydronephrosis,india,1
genitourinary,manifestation,india,1
genitourinary,kidney,india,1
complications,genitourinary,india,1
dysuria,genitourinary,india,1
disease,genitourinary,india,1
genitourinary,organ,india,1
fever,genitourinary,india,1
primary,recurrent,india,1
infection,recurrent,india,1
mass,recurrent,india,1
kidneys,recurrent,india,1
nonspecific,recurrent,india,1
recurrent,suspicion,india,1
improve,recurrent,india,1
development,recurrent,india,1
nonfunctioning,recurrent,india,1
affected,recurrent,india,1
recurrent,treatment,india,1
clinicians,recurrent,india,1
hydronephrosis,recurrent,india,1
manifestation,recurrent,india,1
kidney,recurrent,india,1
complications,recurrent,india,1
dysuria,recurrent,india,1
disease,recurrent,india,1
organ,recurrent,india,1
fever,recurrent,india,1
infection,primary,india,1
mass,primary,india,1
kidneys,primary,india,1
nonspecific,primary,india,1
primary,suspicion,india,1
improve,primary,india,1
development,primary,india,1
nonfunctioning,primary,india,1
affected,primary,india,1
primary,treatment,india,1
clinicians,primary,india,1
hydronephrosis,primary,india,1
manifestation,primary,india,1
kidney,primary,india,1
complications,primary,india,2
dysuria,primary,india,1
disease,primary,india,2
organ,primary,india,2
fever,primary,india,2
infection,mass,india,1
infection,kidneys,india,1
infection,nonspecific,india,1
infection,suspicion,india,1
improve,infection,india,1
development,infection,india,1
infection,nonfunctioning,india,1
affected,infection,india,1
clinicians,infection,india,1
hydronephrosis,infection,india,1
infection,manifestation,india,1
infection,kidney,india,1
complications,infection,india,1
dysuria,infection,india,1
disease,infection,india,2
infection,organ,india,1
kidneys,mass,india,1
mass,nonspecific,india,1
mass,suspicion,india,1
improve,mass,india,1
development,mass,india,1
mass,nonfunctioning,india,1
affected,mass,india,1
mass,treatment,india,1
clinicians,mass,india,1
hydronephrosis,mass,india,1
manifestation,mass,india,1
kidney,mass,india,1
complications,mass,india,1
dysuria,mass,india,1
disease,mass,india,1
mass,organ,india,1
fever,mass,india,1
kidneys,nonspecific,india,1
kidneys,suspicion,india,1
improve,kidneys,india,1
development,kidneys,india,1
kidneys,nonfunctioning,india,1
affected,kidneys,india,2
kidneys,treatment,india,1
clinicians,kidneys,india,1
hydronephrosis,kidneys,india,1
kidneys,manifestation,india,1
kidney,kidneys,india,2
complications,kidneys,india,1
dysuria,kidneys,india,1
disease,kidneys,india,1
kidneys,organ,india,1
fever,kidneys,india,2
nonspecific,suspicion,india,1
improve,nonspecific,india,1
development,nonspecific,india,1
nonfunctioning,nonspecific,india,1
affected,nonspecific,india,1
nonspecific,treatment,india,1
clinicians,nonspecific,india,1
hydronephrosis,nonspecific,india,1
manifestation,nonspecific,india,1
kidney,nonspecific,india,1
complications,nonspecific,india,1
dysuria,nonspecific,india,1
disease,nonspecific,india,1
nonspecific,organ,india,1
fever,nonspecific,india,1
improve,suspicion,india,1
development,suspicion,india,1
nonfunctioning,suspicion,india,1
affected,suspicion,india,1
suspicion,treatment,india,1
clinicians,suspicion,india,1
hydronephrosis,suspicion,india,1
manifestation,suspicion,india,1
kidney,suspicion,india,1
complications,suspicion,india,1
dysuria,suspicion,india,1
disease,suspicion,india,1
organ,suspicion,india,1
development,improve,india,1
improve,nonfunctioning,india,1
affected,improve,india,1
improve,treatment,india,1
clinicians,improve,india,1
hydronephrosis,improve,india,1
improve,manifestation,india,1
improve,kidney,india,1
complications,improve,india,2
dysuria,improve,india,1
disease,improve,india,1
improve,organ,india,1
fever,improve,india,2
development,nonfunctioning,india,1
affected,development,india,1
development,treatment,india,2
clinicians,development,india,1
development,hydronephrosis,india,1
development,manifestation,india,1
development,kidney,india,1
complications,development,india,2
development,dysuria,india,1
development,disease,india,2
development,organ,india,1
development,fever,india,2
affected,nonfunctioning,india,1
nonfunctioning,treatment,india,1
clinicians,nonfunctioning,india,1
hydronephrosis,nonfunctioning,india,1
manifestation,nonfunctioning,india,1
kidney,nonfunctioning,india,1
complications,nonfunctioning,india,1
dysuria,nonfunctioning,india,1
disease,nonfunctioning,india,1
nonfunctioning,organ,india,1
fever,nonfunctioning,india,1
affected,treatment,india,1
affected,clinicians,india,1
affected,hydronephrosis,india,1
affected,manifestation,india,1
affected,kidney,india,2
affected,complications,india,1
affected,dysuria,india,1
affected,disease,india,2
affected,organ,india,1
affected,fever,india,3
clinicians,treatment,india,1
hydronephrosis,treatment,india,1
manifestation,treatment,india,1
kidney,treatment,india,1
complications,treatment,india,3
dysuria,treatment,india,1
disease,treatment,india,1
organ,treatment,india,1
clinicians,hydronephrosis,india,1
clinicians,manifestation,india,1
clinicians,kidney,india,1
clinicians,complications,india,1
clinicians,dysuria,india,1
clinicians,disease,india,1
clinicians,organ,india,1
clinicians,fever,india,1
hydronephrosis,manifestation,india,1
hydronephrosis,kidney,india,1
complications,hydronephrosis,india,1
dysuria,hydronephrosis,india,1
disease,hydronephrosis,india,1
hydronephrosis,organ,india,1
fever,hydronephrosis,india,1
kidney,manifestation,india,1
complications,manifestation,india,1
dysuria,manifestation,india,1
disease,manifestation,india,1
manifestation,organ,india,1
fever,manifestation,india,1
complications,kidney,india,1
dysuria,kidney,india,1
disease,kidney,india,1
kidney,organ,india,1
fever,kidney,india,2
complications,dysuria,india,1
complications,disease,india,3
complications,organ,india,2
complications,fever,india,4
disease,dysuria,india,1
dysuria,organ,india,1
dysuria,fever,india,1
disease,organ,india,2
disease,fever,india,4
fever,organ,india,3
chills,unusual,mali,1
rare,unusual,mali,1
imaging,unusual,mali,1
exposure,unusual,mali,1
patient,unusual,mali,1
primary,unusual,mali,1
endomyocarditis,unusual,mali,1
mass,unusual,mali,1
tuberculosis,unusual,mali,1
epirubicin,unusual,mali,1
hrze,unusual,mali,1
atypical,unusual,mali,1
sarcoma,unusual,mali,1
initiation,unusual,mali,1
malignancy,unusual,mali,1
ifosfamide,unusual,mali,1
lymphoma,unusual,mali,1
suv,unusual,mali,1
cycles,unusual,mali,1
presentation,unusual,mali,1
size,unusual,mali,1
reduction,unusual,mali,1
decrease,unusual,mali,1
difficulties,unusual,mali,1
mri,unusual,mali,1
biopsy,unusual,mali,1
chills,rare,mali,1
chills,imaging,mali,1
chills,exposure,mali,1
chills,patient,mali,1
chills,primary,mali,1
chills,endomyocarditis,mali,1
chills,mass,mali,1
chills,tuberculosis,mali,1
chills,epirubicin,mali,1
chills,hrze,mali,1
atypical,chills,mali,1
chills,sarcoma,mali,1
chills,initiation,mali,1
chills,malignancy,mali,1
chills,ifosfamide,mali,1
chills,lymphoma,mali,1
chills,suv,mali,1
chills,cycles,mali,1
chills,presentation,mali,1
chills,size,mali,1
chills,reduction,mali,1
chills,decrease,mali,1
chills,difficulties,mali,1
chills,mri,mali,1
biopsy,chills,mali,1
imaging,rare,mali,2
exposure,rare,mali,1
patient,rare,mali,3
primary,rare,mali,1
endomyocarditis,rare,mali,1
mass,rare,mali,1
rare,tuberculosis,mali,1
epirubicin,rare,mali,1
hrze,rare,mali,1
atypical,rare,mali,1
rare,sarcoma,mali,1
initiation,rare,mali,1
malignancy,rare,mali,3
ifosfamide,rare,mali,1
lymphoma,rare,mali,1
rare,suv,mali,1
cycles,rare,mali,1
presentation,rare,mali,2
rare,size,mali,1
rare,reduction,mali,2
decrease,rare,mali,1
difficulties,rare,mali,1
mri,rare,mali,2
biopsy,rare,mali,2
exposure,imaging,mali,1
imaging,patient,mali,2
imaging,primary,mali,1
endomyocarditis,imaging,mali,1
imaging,mass,mali,1
imaging,tuberculosis,mali,1
epirubicin,imaging,mali,1
hrze,imaging,mali,1
atypical,imaging,mali,1
imaging,sarcoma,mali,1
imaging,initiation,mali,1
imaging,malignancy,mali,1
ifosfamide,imaging,mali,1
imaging,lymphoma,mali,1
imaging,suv,mali,1
cycles,imaging,mali,1
imaging,presentation,mali,1
imaging,size,mali,1
imaging,reduction,mali,2
decrease,imaging,mali,1
difficulties,imaging,mali,1
imaging,mri,mali,2
biopsy,imaging,mali,1
exposure,patient,mali,1
exposure,primary,mali,1
endomyocarditis,exposure,mali,1
exposure,mass,mali,1
exposure,tuberculosis,mali,1
epirubicin,exposure,mali,1
exposure,hrze,mali,1
atypical,exposure,mali,1
exposure,sarcoma,mali,1
exposure,initiation,mali,1
exposure,malignancy,mali,1
exposure,ifosfamide,mali,1
exposure,lymphoma,mali,1
exposure,suv,mali,1
cycles,exposure,mali,1
exposure,presentation,mali,1
exposure,size,mali,1
exposure,reduction,mali,1
decrease,exposure,mali,1
difficulties,exposure,mali,1
exposure,mri,mali,1
biopsy,exposure,mali,1
patient,primary,mali,1
endomyocarditis,patient,mali,1
mass,patient,mali,1
patient,tuberculosis,mali,1
epirubicin,patient,mali,1
hrze,patient,mali,1
atypical,patient,mali,1
patient,sarcoma,mali,1
initiation,patient,mali,1
malignancy,patient,mali,2
ifosfamide,patient,mali,1
lymphoma,patient,mali,1
patient,suv,mali,1
cycles,patient,mali,1
patient,presentation,mali,2
patient,size,mali,1
patient,reduction,mali,2
decrease,patient,mali,1
difficulties,patient,mali,1
mri,patient,mali,3
biopsy,patient,mali,1
endomyocarditis,primary,mali,1
mass,primary,mali,1
primary,tuberculosis,mali,1
epirubicin,primary,mali,1
hrze,primary,mali,1
atypical,primary,mali,1
primary,sarcoma,mali,1
initiation,primary,mali,1
malignancy,primary,mali,1
ifosfamide,primary,mali,1
lymphoma,primary,mali,1
primary,suv,mali,1
cycles,primary,mali,1
presentation,primary,mali,1
primary,size,mali,1
primary,reduction,mali,1
decrease,primary,mali,1
difficulties,primary,mali,1
mri,primary,mali,1
biopsy,primary,mali,1
endomyocarditis,mass,mali,1
endomyocarditis,tuberculosis,mali,1
endomyocarditis,epirubicin,mali,1
endomyocarditis,hrze,mali,1
atypical,endomyocarditis,mali,1
endomyocarditis,sarcoma,mali,1
endomyocarditis,initiation,mali,1
endomyocarditis,malignancy,mali,1
endomyocarditis,ifosfamide,mali,1
endomyocarditis,lymphoma,mali,1
endomyocarditis,suv,mali,1
cycles,endomyocarditis,mali,1
endomyocarditis,presentation,mali,1
endomyocarditis,size,mali,1
endomyocarditis,reduction,mali,1
decrease,endomyocarditis,mali,1
difficulties,endomyocarditis,mali,1
endomyocarditis,mri,mali,1
biopsy,endomyocarditis,mali,1
mass,tuberculosis,mali,1
epirubicin,mass,mali,1
hrze,mass,mali,1
atypical,mass,mali,1
mass,sarcoma,mali,1
initiation,mass,mali,1
malignancy,mass,mali,1
ifosfamide,mass,mali,1
lymphoma,mass,mali,1
mass,suv,mali,1
cycles,mass,mali,1
mass,presentation,mali,1
mass,size,mali,1
mass,reduction,mali,1
decrease,mass,mali,1
difficulties,mass,mali,1
mass,mri,mali,1
biopsy,mass,mali,1
epirubicin,tuberculosis,mali,1
hrze,tuberculosis,mali,1
atypical,tuberculosis,mali,1
sarcoma,tuberculosis,mali,1
initiation,tuberculosis,mali,1
malignancy,tuberculosis,mali,1
ifosfamide,tuberculosis,mali,1
lymphoma,tuberculosis,mali,1
suv,tuberculosis,mali,1
cycles,tuberculosis,mali,1
presentation,tuberculosis,mali,1
size,tuberculosis,mali,1
reduction,tuberculosis,mali,1
decrease,tuberculosis,mali,1
difficulties,tuberculosis,mali,1
mri,tuberculosis,mali,1
biopsy,tuberculosis,mali,1
epirubicin,hrze,mali,1
atypical,epirubicin,mali,1
epirubicin,sarcoma,mali,1
epirubicin,initiation,mali,1
epirubicin,malignancy,mali,1
epirubicin,ifosfamide,mali,1
epirubicin,lymphoma,mali,1
epirubicin,suv,mali,1
cycles,epirubicin,mali,1
epirubicin,presentation,mali,1
epirubicin,size,mali,1
epirubicin,reduction,mali,1
decrease,epirubicin,mali,1
difficulties,epirubicin,mali,1
epirubicin,mri,mali,1
biopsy,epirubicin,mali,1
atypical,hrze,mali,1
hrze,sarcoma,mali,1
hrze,initiation,mali,1
hrze,malignancy,mali,1
hrze,ifosfamide,mali,1
hrze,lymphoma,mali,1
hrze,suv,mali,1
cycles,hrze,mali,1
hrze,presentation,mali,1
hrze,size,mali,1
hrze,reduction,mali,1
decrease,hrze,mali,1
difficulties,hrze,mali,1
hrze,mri,mali,1
biopsy,hrze,mali,1
atypical,sarcoma,mali,1
atypical,initiation,mali,1
atypical,malignancy,mali,1
atypical,ifosfamide,mali,1
atypical,lymphoma,mali,1
atypical,suv,mali,1
atypical,cycles,mali,1
atypical,presentation,mali,2
atypical,size,mali,1
atypical,reduction,mali,1
atypical,decrease,mali,1
atypical,difficulties,mali,1
atypical,mri,mali,1
atypical,biopsy,mali,1
initiation,sarcoma,mali,1
malignancy,sarcoma,mali,1
ifosfamide,sarcoma,mali,1
lymphoma,sarcoma,mali,1
sarcoma,suv,mali,1
cycles,sarcoma,mali,1
presentation,sarcoma,mali,1
sarcoma,size,mali,1
reduction,sarcoma,mali,1
decrease,sarcoma,mali,1
difficulties,sarcoma,mali,1
mri,sarcoma,mali,1
biopsy,sarcoma,mali,1
initiation,malignancy,mali,1
ifosfamide,initiation,mali,1
initiation,lymphoma,mali,1
initiation,suv,mali,1
cycles,initiation,mali,1
initiation,presentation,mali,1
initiation,size,mali,1
initiation,reduction,mali,1
decrease,initiation,mali,1
difficulties,initiation,mali,1
initiation,mri,mali,1
biopsy,initiation,mali,1
ifosfamide,malignancy,mali,1
lymphoma,malignancy,mali,1
malignancy,suv,mali,1
cycles,malignancy,mali,1
malignancy,presentation,mali,2
malignancy,size,mali,1
malignancy,reduction,mali,1
decrease,malignancy,mali,1
difficulties,malignancy,mali,1
malignancy,mri,mali,1
biopsy,malignancy,mali,2
ifosfamide,lymphoma,mali,1
ifosfamide,suv,mali,1
cycles,ifosfamide,mali,1
ifosfamide,presentation,mali,1
ifosfamide,size,mali,1
ifosfamide,reduction,mali,1
decrease,ifosfamide,mali,1
difficulties,ifosfamide,mali,1
ifosfamide,mri,mali,1
biopsy,ifosfamide,mali,1
lymphoma,suv,mali,1
cycles,lymphoma,mali,1
lymphoma,presentation,mali,1
lymphoma,size,mali,1
lymphoma,reduction,mali,1
decrease,lymphoma,mali,1
difficulties,lymphoma,mali,1
lymphoma,mri,mali,1
biopsy,lymphoma,mali,1
cycles,suv,mali,1
presentation,suv,mali,1
size,suv,mali,1
reduction,suv,mali,1
decrease,suv,mali,1
difficulties,suv,mali,1
mri,suv,mali,1
biopsy,suv,mali,1
cycles,presentation,mali,1
cycles,size,mali,1
cycles,reduction,mali,1
cycles,decrease,mali,1
cycles,difficulties,mali,1
cycles,mri,mali,1
biopsy,cycles,mali,1
